language,reference,russian_source_lexeme,russian_ipa,target_ipa,change,total_units_per_word,changes_per_word,type_of_change,time_of_borrowing,lemma_frequency_ipm
Botlikh,"Saidova, Abusov 2012",авторучка,u,u,no_change,9,1,no_change,Soviet,3.8
Botlikh,"Saidova, Abusov 2012",авторучка,tɕ,tʃ,no_change,9,1,no_change,Soviet,3.8
Botlikh,"Saidova, Abusov 2012",авторучка,k,k,no_change,9,1,no_change,Soviet,3.8
Botlikh,"Saidova, Abusov 2012",авторучка,A,a,no_change,9,1,no_change,Soviet,3.8
Godoberi,Saidova 2006,авторучка,A,a,no_change,9,2,no_change,Soviet,3.8
Godoberi,Saidova 2006,авторучка,V,b,change,9,2,other,Soviet,3.8
Godoberi,Saidova 2006,авторучка,t,t,no_change,9,2,no_change,Soviet,3.8
Godoberi,Saidova 2006,авторучка,O,a,no_change,9,2,no_change,Soviet,3.8
Godoberi,Saidova 2006,авторучка,r,r,no_change,9,2,no_change,Soviet,3.8
Godoberi,Saidova 2006,авторучка,u,u,no_change,9,2,no_change,Soviet,3.8
Godoberi,Saidova 2006,авторучка,tɕ,tʃ,no_change,9,2,no_change,Soviet,3.8
Godoberi,Saidova 2006,авторучка,k,kʲ,change,9,2,palatalization,Soviet,3.8
Godoberi,Saidova 2006,авторучка,A,a,no_change,9,2,no_change,Soviet,3.8
Avar,Gimbatov 2006,агитатор,A,a,no_change,8,0,no_change,Pre-Soviet,3.2
Avar,Gimbatov 2006,агитатор,gʲ,g,no_change,8,0,no_change,Pre-Soviet,3.2
Avar,Gimbatov 2006,агитатор,I,i,no_change,8,0,no_change,Pre-Soviet,3.2
Avar,Gimbatov 2006,агитатор,t,t,no_change,8,0,no_change,Pre-Soviet,3.2
Avar,Gimbatov 2006,агитатор,a,a,no_change,8,0,no_change,Pre-Soviet,3.2
Avar,Gimbatov 2006,агитатор,t,t,no_change,8,0,no_change,Pre-Soviet,3.2
Avar,Gimbatov 2006,агитатор,O,o,no_change,8,0,no_change,Pre-Soviet,3.2
Avar,Gimbatov 2006,агитатор,r,r,no_change,8,0,no_change,Pre-Soviet,3.2
Avar,Gimbatov 2006,агитация,A,a,no_change,9,0,no_change,Pre-Soviet,8.7
Avar,Gimbatov 2006,агитация,gʲ,g,no_change,9,0,no_change,Pre-Soviet,8.7
Avar,Gimbatov 2006,агитация,I,i,no_change,9,0,no_change,Pre-Soviet,8.7
Avar,Gimbatov 2006,агитация,t,t,no_change,9,0,no_change,Pre-Soviet,8.7
Avar,Gimbatov 2006,агитация,a,a,no_change,9,0,no_change,Pre-Soviet,8.7
Avar,Gimbatov 2006,агитация,ts,ts,no_change,9,0,no_change,Pre-Soviet,8.7
Avar,Gimbatov 2006,агитация,I,i,no_change,9,0,no_change,Pre-Soviet,8.7
Avar,Gimbatov 2006,агитация,j,j,no_change,9,0,no_change,Pre-Soviet,8.7
Avar,Gimbatov 2006,агитация,A,a,no_change,9,0,no_change,Pre-Soviet,8.7
Bagvalal,Magomedova 2004,агитация,A,a,no_change,9,1,no_change,Pre-Soviet,8.7
Bagvalal,Magomedova 2004,агитация,gʲ,k,change,9,1,other,Pre-Soviet,8.7
Bagvalal,Magomedova 2004,агитация,I,i,no_change,9,1,no_change,Pre-Soviet,8.7
Bagvalal,Magomedova 2004,агитация,t,t,no_change,9,1,no_change,Pre-Soviet,8.7
Bagvalal,Magomedova 2004,агитация,a,a,no_change,9,1,no_change,Pre-Soviet,8.7
Bagvalal,Magomedova 2004,агитация,ts,ts,no_change,9,1,no_change,Pre-Soviet,8.7
Bagvalal,Magomedova 2004,агитация,I,i,no_change,9,1,no_change,Pre-Soviet,8.7
Bagvalal,Magomedova 2004,агитация,j,j,no_change,9,1,no_change,Pre-Soviet,8.7
Bagvalal,Magomedova 2004,агитация,A,a,no_change,9,1,no_change,Pre-Soviet,8.7
Avar,Gimbatov 2006,адвокат,A,a,no_change,7,0,no_change,Pre-Soviet,49.3
Avar,Gimbatov 2006,адвокат,d,d,no_change,7,0,no_change,Pre-Soviet,49.3
Avar,Gimbatov 2006,адвокат,v,w,no_change,7,0,no_change,Pre-Soviet,49.3
Avar,Gimbatov 2006,адвокат,O,a,no_change,7,0,no_change,Pre-Soviet,49.3
Avar,Gimbatov 2006,адвокат,k,k,no_change,7,0,no_change,Pre-Soviet,49.3
Avar,Gimbatov 2006,адвокат,a,a,no_change,7,0,no_change,Pre-Soviet,49.3
Avar,Gimbatov 2006,адвокат,t,t,no_change,7,0,no_change,Pre-Soviet,49.3
Bagvalal,Magomedova 2004,адвокат,A,a,no_change,7,0,no_change,Pre-Soviet,49.3
Bagvalal,Magomedova 2004,адвокат,d,d,no_change,7,0,no_change,Pre-Soviet,49.3
Bagvalal,Magomedova 2004,адвокат,v,w,no_change,7,0,no_change,Pre-Soviet,49.3
Bagvalal,Magomedova 2004,адвокат,O,a,no_change,7,0,no_change,Pre-Soviet,49.3
Bagvalal,Magomedova 2004,адвокат,k,k,no_change,7,0,no_change,Pre-Soviet,49.3
Bagvalal,Magomedova 2004,адвокат,a,a,no_change,7,0,no_change,Pre-Soviet,49.3
Bagvalal,Magomedova 2004,адвокат,t,t,no_change,7,0,no_change,Pre-Soviet,49.3
Botlikh,"Saidova, Abusov 2012",адвокат,A,a,no_change,7,0,no_change,Pre-Soviet,49.3
Botlikh,"Saidova, Abusov 2012",адвокат,d,d,no_change,7,0,no_change,Pre-Soviet,49.3
Botlikh,"Saidova, Abusov 2012",адвокат,v,w,no_change,7,0,no_change,Pre-Soviet,49.3
Botlikh,"Saidova, Abusov 2012",адвокат,O,a,no_change,7,0,no_change,Pre-Soviet,49.3
Botlikh,"Saidova, Abusov 2012",адвокат,k,k,no_change,7,0,no_change,Pre-Soviet,49.3
Botlikh,"Saidova, Abusov 2012",адвокат,a,a,no_change,7,0,no_change,Pre-Soviet,49.3
Botlikh,"Saidova, Abusov 2012",адвокат,t,t,no_change,7,0,no_change,Pre-Soviet,49.3
Godoberi,Saidova 2006,адвокат,A,a,no_change,8,1,no_change,Pre-Soviet,49.3
Godoberi,Saidova 2006,адвокат,d,d,no_change,8,1,no_change,Pre-Soviet,49.3
Godoberi,Saidova 2006,адвокат,v,w,no_change,8,1,no_change,Pre-Soviet,49.3
Godoberi,Saidova 2006,адвокат,O,a,no_change,8,1,no_change,Pre-Soviet,49.3
Godoberi,Saidova 2006,адвокат,k,k,no_change,8,1,no_change,Pre-Soviet,49.3
Godoberi,Saidova 2006,адвокат,a,a,no_change,8,1,no_change,Pre-Soviet,49.3
Godoberi,Saidova 2006,адвокат,t,t,no_change,8,1,no_change,Pre-Soviet,49.3
Godoberi,Saidova 2006,адвокат,0,i,change,8,1,final vowel epenthesis,Pre-Soviet,49.3
Andi,Salimov 2010,акация,A,a,no_change,7,2,no_change,Pre-Soviet,4.1
Andi,Salimov 2010,акация,k,kː,no_change,7,2,no_change,Pre-Soviet,4.1
Andi,Salimov 2010,акация,a,a,no_change,7,2,no_change,Pre-Soviet,4.1
Andi,Salimov 2010,акация,ts,ts,no_change,7,2,no_change,Pre-Soviet,4.1
Andi,Salimov 2010,акация,I,i,no_change,7,2,no_change,Pre-Soviet,4.1
Andi,Salimov 2010,акация,j,0,change,7,2,other,Pre-Soviet,4.1
Andi,Salimov 2010,акация,A,0,change,7,2,final vowel deletion,Pre-Soviet,4.1
Avar,Gimbatov 2006,акация,A,a,no_change,7,0,no_change,Pre-Soviet,4.1
Avar,Gimbatov 2006,акация,k,k,no_change,7,0,no_change,Pre-Soviet,4.1
Avar,Gimbatov 2006,акация,a,a,no_change,7,0,no_change,Pre-Soviet,4.1
Avar,Gimbatov 2006,акация,ts,ts,no_change,7,0,no_change,Pre-Soviet,4.1
Avar,Gimbatov 2006,акация,I,i,no_change,7,0,no_change,Pre-Soviet,4.1
Avar,Gimbatov 2006,акация,j,j,no_change,7,0,no_change,Pre-Soviet,4.1
Avar,Gimbatov 2006,акация,A,a,no_change,7,0,no_change,Pre-Soviet,4.1
Botlikh,"Alekseev, Azaev 2019",акация,A,a,no_change,7,2,no_change,Pre-Soviet,4.1
Botlikh,"Alekseev, Azaev 2019",акация,k,k,no_change,7,2,no_change,Pre-Soviet,4.1
Botlikh,"Alekseev, Azaev 2019",акация,a,a,no_change,7,2,no_change,Pre-Soviet,4.1
Botlikh,"Alekseev, Azaev 2019",акация,ts,ts,no_change,7,2,no_change,Pre-Soviet,4.1
Botlikh,"Alekseev, Azaev 2019",акация,I,i,no_change,7,2,no_change,Pre-Soviet,4.1
Botlikh,"Alekseev, Azaev 2019",акация,j,0,change,7,2,other,Pre-Soviet,4.1
Botlikh,"Alekseev, Azaev 2019",акация,A,0,change,7,2,final vowel deletion,Pre-Soviet,4.1
Karata-Tukita,"Magomedova, Khalidova 2001",акт,a,a,no_change,4,1,no_change,Pre-Soviet,113.6
Karata-Tukita,"Magomedova, Khalidova 2001",акт,k,k,no_change,4,1,no_change,Pre-Soviet,113.6
Karata-Tukita,"Magomedova, Khalidova 2001",акт,t,t,no_change,4,1,no_change,Pre-Soviet,113.6
Karata-Tukita,"Magomedova, Khalidova 2001",акт,0,a,change,4,1,final vowel epenthesis,Pre-Soviet,113.6
Avar,Gimbatov 2006,акула,A,a,no_change,5,0,no_change,Pre-Soviet,9.3
Avar,Gimbatov 2006,акула,k,k,no_change,5,0,no_change,Pre-Soviet,9.3
Avar,Gimbatov 2006,акула,u,u,no_change,5,0,no_change,Pre-Soviet,9.3
Avar,Gimbatov 2006,акула,l,l,no_change,5,0,no_change,Pre-Soviet,9.3
Avar,Gimbatov 2006,акула,A,a,no_change,5,0,no_change,Pre-Soviet,9.3
Botlikh,"Alekseev, Azaev 2019",акула,A,a,no_change,5,0,no_change,Pre-Soviet,9.3
Botlikh,"Alekseev, Azaev 2019",акула,k,k,no_change,5,0,no_change,Pre-Soviet,9.3
Botlikh,"Alekseev, Azaev 2019",акула,u,u,no_change,5,0,no_change,Pre-Soviet,9.3
Botlikh,"Alekseev, Azaev 2019",акула,l,l,no_change,5,0,no_change,Pre-Soviet,9.3
Botlikh,"Alekseev, Azaev 2019",акула,A,a,no_change,5,0,no_change,Pre-Soviet,9.3
Avar,Gimbatov 2006,акушерка,A,a,no_change,8,0,no_change,Pre-Soviet,1.7
Avar,Gimbatov 2006,акушерка,k,k,no_change,8,0,no_change,Pre-Soviet,1.7
Avar,Gimbatov 2006,акушерка,U,u,no_change,8,0,no_change,Pre-Soviet,1.7
Avar,Gimbatov 2006,акушерка,ʃ,ʃ,no_change,8,0,no_change,Pre-Soviet,1.7
Avar,Gimbatov 2006,акушерка,e,e,no_change,8,0,no_change,Pre-Soviet,1.7
Avar,Gimbatov 2006,акушерка,r,r,no_change,8,0,no_change,Pre-Soviet,1.7
Avar,Gimbatov 2006,акушерка,k,k,no_change,8,0,no_change,Pre-Soviet,1.7
Avar,Gimbatov 2006,акушерка,A,a,no_change,8,0,no_change,Pre-Soviet,1.7
Bagvalal,Magomedova 2004,акушерка,A,a,no_change,8,0,no_change,Pre-Soviet,1.7
Bagvalal,Magomedova 2004,акушерка,k,k,no_change,8,0,no_change,Pre-Soviet,1.7
Bagvalal,Magomedova 2004,акушерка,U,u,no_change,8,0,no_change,Pre-Soviet,1.7
Bagvalal,Magomedova 2004,акушерка,ʃ,ʃ,no_change,8,0,no_change,Pre-Soviet,1.7
Bagvalal,Magomedova 2004,акушерка,e,e,no_change,8,0,no_change,Pre-Soviet,1.7
Bagvalal,Magomedova 2004,акушерка,r,r,no_change,8,0,no_change,Pre-Soviet,1.7
Bagvalal,Magomedova 2004,акушерка,k,k,no_change,8,0,no_change,Pre-Soviet,1.7
Bagvalal,Magomedova 2004,акушерка,A,a,no_change,8,0,no_change,Pre-Soviet,1.7
Godoberi,Saidova 2006,алжирец,A,a,no_change,5,0,no_change,Pre-Soviet,0.4
Godoberi,Saidova 2006,алжирец,l,l,no_change,5,0,no_change,Pre-Soviet,0.4
Godoberi,Saidova 2006,алжирец,ʐ,ʒ,no_change,5,0,no_change,Pre-Soviet,0.4
Godoberi,Saidova 2006,алжирец,i,i,no_change,5,0,no_change,Pre-Soviet,0.4
Godoberi,Saidova 2006,алжирец,r,r,no_change,5,0,no_change,Pre-Soviet,0.4
Botlikh,"Alekseev, Azaev 2019",алименты,A,a,no_change,7,0,no_change,Soviet,6
Botlikh,"Alekseev, Azaev 2019",алименты,lʲ,l,no_change,7,0,no_change,Soviet,6
Botlikh,"Alekseev, Azaev 2019",алименты,I,i,no_change,7,0,no_change,Soviet,6
Botlikh,"Alekseev, Azaev 2019",алименты,mʲ,m,no_change,7,0,no_change,Soviet,6
Botlikh,"Alekseev, Azaev 2019",алименты,e,e,no_change,7,0,no_change,Soviet,6
Botlikh,"Alekseev, Azaev 2019",алименты,n,n,no_change,7,0,no_change,Soviet,6
Botlikh,"Alekseev, Azaev 2019",алименты,t,t,no_change,7,0,no_change,Soviet,6
Akhvakh,"Magomedova, Abdulayeva 2007",алмаз,A,a,no_change,6,2,no_change,Pre-Soviet,16.7
Akhvakh,"Magomedova, Abdulayeva 2007",алмаз,l,0,change,6,2,middle consonant deletion,Pre-Soviet,16.7
Akhvakh,"Magomedova, Abdulayeva 2007",алмаз,m,m,no_change,6,2,no_change,Pre-Soviet,16.7
Akhvakh,"Magomedova, Abdulayeva 2007",алмаз,a,a,no_change,6,2,no_change,Pre-Soviet,16.7
Akhvakh,"Magomedova, Abdulayeva 2007",алмаз,Z,sː,no_change,6,2,no_change,Pre-Soviet,16.7
Akhvakh,"Magomedova, Abdulayeva 2007",алмаз,0,e,change,6,2,final vowel epenthesis,Pre-Soviet,16.7
Andi,Salimov 2010,алмаз,A,a,no_change,6,1,no_change,Pre-Soviet,16.7
Andi,Salimov 2010,алмаз,l,l,no_change,6,1,no_change,Pre-Soviet,16.7
Andi,Salimov 2010,алмаз,m,m,no_change,6,1,no_change,Pre-Soviet,16.7
Andi,Salimov 2010,алмаз,a,a,no_change,6,1,no_change,Pre-Soviet,16.7
Andi,Salimov 2010,алмаз,Z,sː,no_change,6,1,no_change,Pre-Soviet,16.7
Andi,Salimov 2010,алмаз,0,i,change,6,1,final vowel epenthesis,Pre-Soviet,16.7
Avar,Gimbatov 2006,алмаз,A,a,no_change,5,0,no_change,Pre-Soviet,16.7
Avar,Gimbatov 2006,алмаз,l,l,no_change,5,0,no_change,Pre-Soviet,16.7
Avar,Gimbatov 2006,алмаз,m,m,no_change,5,0,no_change,Pre-Soviet,16.7
Avar,Gimbatov 2006,алмаз,a,a,no_change,5,0,no_change,Pre-Soviet,16.7
Avar,Gimbatov 2006,алмаз,Z,s,no_change,5,0,no_change,Pre-Soviet,16.7
Bagvalal,Magomedova 2004,алмаз,A,a,no_change,5,0,no_change,Pre-Soviet,16.7
Bagvalal,Magomedova 2004,алмаз,l,l,no_change,5,0,no_change,Pre-Soviet,16.7
Bagvalal,Magomedova 2004,алмаз,m,m,no_change,5,0,no_change,Pre-Soviet,16.7
Bagvalal,Magomedova 2004,алмаз,a,a,no_change,5,0,no_change,Pre-Soviet,16.7
Bagvalal,Magomedova 2004,алмаз,Z,s,no_change,5,0,no_change,Pre-Soviet,16.7
Botlikh,"Alekseev, Azaev 2019",алмаз,A,a,no_change,5,0,no_change,Pre-Soviet,16.7
Botlikh,"Alekseev, Azaev 2019",алмаз,l,l,no_change,5,0,no_change,Pre-Soviet,16.7
Botlikh,"Alekseev, Azaev 2019",алмаз,m,m,no_change,5,0,no_change,Pre-Soviet,16.7
Botlikh,"Alekseev, Azaev 2019",алмаз,a,a,no_change,5,0,no_change,Pre-Soviet,16.7
Botlikh,"Alekseev, Azaev 2019",алмаз,Z,s,no_change,5,0,no_change,Pre-Soviet,16.7
Chamalal,Magomedova 1999,алмаз,A,a,no_change,5,0,no_change,Pre-Soviet,16.7
Chamalal,Magomedova 1999,алмаз,l,l,no_change,5,0,no_change,Pre-Soviet,16.7
Chamalal,Magomedova 1999,алмаз,m,m,no_change,5,0,no_change,Pre-Soviet,16.7
Chamalal,Magomedova 1999,алмаз,a,a,no_change,5,0,no_change,Pre-Soviet,16.7
Chamalal,Magomedova 1999,алмаз,Z,s,no_change,5,0,no_change,Pre-Soviet,16.7
Godoberi,Saidova 2006,алмаз,A,a,no_change,6,1,no_change,Pre-Soviet,16.7
Godoberi,Saidova 2006,алмаз,l,l,no_change,6,1,no_change,Pre-Soviet,16.7
Godoberi,Saidova 2006,алмаз,m,m,no_change,6,1,no_change,Pre-Soviet,16.7
Godoberi,Saidova 2006,алмаз,a,a,no_change,6,1,no_change,Pre-Soviet,16.7
Godoberi,Saidova 2006,алмаз,Z,s,no_change,6,1,no_change,Pre-Soviet,16.7
Godoberi,Saidova 2006,алмаз,0,i,change,6,1,final vowel epenthesis,Pre-Soviet,16.7
Karata-Tukita,"Magomedova, Khalidova 2001",алмаз,A,a,no_change,5,0,no_change,Pre-Soviet,16.7
Karata-Tukita,"Magomedova, Khalidova 2001",алмаз,l,l,no_change,5,0,no_change,Pre-Soviet,16.7
Karata-Tukita,"Magomedova, Khalidova 2001",алмаз,m,m,no_change,5,0,no_change,Pre-Soviet,16.7
Karata-Tukita,"Magomedova, Khalidova 2001",алмаз,a,a,no_change,5,0,no_change,Pre-Soviet,16.7
Karata-Tukita,"Magomedova, Khalidova 2001",алмаз,Z,s,no_change,5,0,no_change,Pre-Soviet,16.7
Tindi,Magomedova 2003,алмаз,A,a,no_change,6,1,no_change,Pre-Soviet,16.7
Tindi,Magomedova 2003,алмаз,l,l,no_change,6,1,no_change,Pre-Soviet,16.7
Tindi,Magomedova 2003,алмаз,m,m,no_change,6,1,no_change,Pre-Soviet,16.7
Tindi,Magomedova 2003,алмаз,a,a,no_change,6,1,no_change,Pre-Soviet,16.7
Tindi,Magomedova 2003,алмаз,Z,s,no_change,6,1,no_change,Pre-Soviet,16.7
Tindi,Magomedova 2003,алмаз,0,i,change,6,1,final vowel epenthesis,Pre-Soviet,16.7
Akhvakh,"Magomedova, Abdulayeva 2007",алфавит,A,a,no_change,8,2,no_change,Pre-Soviet,5.8
Akhvakh,"Magomedova, Abdulayeva 2007",алфавит,l,l,no_change,8,2,no_change,Pre-Soviet,5.8
Akhvakh,"Magomedova, Abdulayeva 2007",алфавит,f,p,change,8,2,other,Pre-Soviet,5.8
Akhvakh,"Magomedova, Abdulayeva 2007",алфавит,A,a,no_change,8,2,no_change,Pre-Soviet,5.8
Akhvakh,"Magomedova, Abdulayeva 2007",алфавит,vʲ,w,no_change,8,2,no_change,Pre-Soviet,5.8
Akhvakh,"Magomedova, Abdulayeva 2007",алфавит,i,i,no_change,8,2,no_change,Pre-Soviet,5.8
Akhvakh,"Magomedova, Abdulayeva 2007",алфавит,t,t,no_change,8,2,no_change,Pre-Soviet,5.8
Akhvakh,"Magomedova, Abdulayeva 2007",алфавит,0,i,change,8,2,final vowel epenthesis,Pre-Soviet,5.8
Avar,Gimbatov 2006,алфавит,A,a,no_change,7,0,no_change,Pre-Soviet,5.8
Avar,Gimbatov 2006,алфавит,l,l,no_change,7,0,no_change,Pre-Soviet,5.8
Avar,Gimbatov 2006,алфавит,f,f,no_change,7,0,no_change,Pre-Soviet,5.8
Avar,Gimbatov 2006,алфавит,A,a,no_change,7,0,no_change,Pre-Soviet,5.8
Avar,Gimbatov 2006,алфавит,vʲ,w,no_change,7,0,no_change,Pre-Soviet,5.8
Avar,Gimbatov 2006,алфавит,i,i,no_change,7,0,no_change,Pre-Soviet,5.8
Avar,Gimbatov 2006,алфавит,t,t,no_change,7,0,no_change,Pre-Soviet,5.8
Botlikh,"Saidova, Abusov 2012",алфавит,A,a,no_change,7,1,no_change,Pre-Soviet,5.8
Botlikh,"Saidova, Abusov 2012",алфавит,l,l,no_change,7,1,no_change,Pre-Soviet,5.8
Botlikh,"Saidova, Abusov 2012",алфавит,f,p,change,7,1,other,Pre-Soviet,5.8
Botlikh,"Saidova, Abusov 2012",алфавит,A,a,no_change,7,1,no_change,Pre-Soviet,5.8
Botlikh,"Saidova, Abusov 2012",алфавит,vʲ,w,no_change,7,1,no_change,Pre-Soviet,5.8
Botlikh,"Saidova, Abusov 2012",алфавит,i,i,no_change,7,1,no_change,Pre-Soviet,5.8
Botlikh,"Saidova, Abusov 2012",алфавит,t,t,no_change,7,1,no_change,Pre-Soviet,5.8
Godoberi,Saidova 2006,алфавит,A,a,no_change,8,2,no_change,Pre-Soviet,5.8
Godoberi,Saidova 2006,алфавит,l,l,no_change,8,2,no_change,Pre-Soviet,5.8
Godoberi,Saidova 2006,алфавит,f,p,change,8,2,other,Pre-Soviet,5.8
Godoberi,Saidova 2006,алфавит,A,a,no_change,8,2,no_change,Pre-Soviet,5.8
Godoberi,Saidova 2006,алфавит,vʲ,w,no_change,8,2,no_change,Pre-Soviet,5.8
Godoberi,Saidova 2006,алфавит,i,i,no_change,8,2,no_change,Pre-Soviet,5.8
Godoberi,Saidova 2006,алфавит,t,t,no_change,8,2,no_change,Pre-Soviet,5.8
Godoberi,Saidova 2006,алфавит,0,i,change,8,2,final vowel epenthesis,Pre-Soviet,5.8
Avar,Gimbatov 2006,альбом,A,a,no_change,5,0,no_change,Pre-Soviet,23.7
Avar,Gimbatov 2006,альбом,lʲ,l,no_change,5,0,no_change,Pre-Soviet,23.7
Avar,Gimbatov 2006,альбом,b,b,no_change,5,0,no_change,Pre-Soviet,23.7
Avar,Gimbatov 2006,альбом,o,o,no_change,5,0,no_change,Pre-Soviet,23.7
Avar,Gimbatov 2006,альбом,m,m,no_change,5,0,no_change,Pre-Soviet,23.7
Bagvalal,Magomedova 2004,альбом,A,a,no_change,5,0,no_change,Pre-Soviet,23.7
Bagvalal,Magomedova 2004,альбом,lʲ,l,no_change,5,0,no_change,Pre-Soviet,23.7
Bagvalal,Magomedova 2004,альбом,b,b,no_change,5,0,no_change,Pre-Soviet,23.7
Bagvalal,Magomedova 2004,альбом,o,o,no_change,5,0,no_change,Pre-Soviet,23.7
Bagvalal,Magomedova 2004,альбом,m,m,no_change,5,0,no_change,Pre-Soviet,23.7
Botlikh,"Alekseev, Azaev 2019",альбом,A,a,no_change,5,0,no_change,Pre-Soviet,23.7
Botlikh,"Alekseev, Azaev 2019",альбом,lʲ,l,no_change,5,0,no_change,Pre-Soviet,23.7
Botlikh,"Alekseev, Azaev 2019",альбом,b,b,no_change,5,0,no_change,Pre-Soviet,23.7
Botlikh,"Alekseev, Azaev 2019",альбом,o,o,no_change,5,0,no_change,Pre-Soviet,23.7
Botlikh,"Alekseev, Azaev 2019",альбом,m,m,no_change,5,0,no_change,Pre-Soviet,23.7
Avar,Gimbatov 2006,амбулатория,A,a,no_change,12,0,no_change,Soviet,1.2
Avar,Gimbatov 2006,амбулатория,m,m,no_change,12,0,no_change,Soviet,1.2
Avar,Gimbatov 2006,амбулатория,b,b,no_change,12,0,no_change,Soviet,1.2
Avar,Gimbatov 2006,амбулатория,U,u,no_change,12,0,no_change,Soviet,1.2
Avar,Gimbatov 2006,амбулатория,l,l,no_change,12,0,no_change,Soviet,1.2
Avar,Gimbatov 2006,амбулатория,A,a,no_change,12,0,no_change,Soviet,1.2
Avar,Gimbatov 2006,амбулатория,t,t,no_change,12,0,no_change,Soviet,1.2
Avar,Gimbatov 2006,амбулатория,o,o,no_change,12,0,no_change,Soviet,1.2
Avar,Gimbatov 2006,амбулатория,rʲ,r,no_change,12,0,no_change,Soviet,1.2
Avar,Gimbatov 2006,амбулатория,I,i,no_change,12,0,no_change,Soviet,1.2
Avar,Gimbatov 2006,амбулатория,j,j,no_change,12,0,no_change,Soviet,1.2
Avar,Gimbatov 2006,амбулатория,A,a,no_change,12,0,no_change,Soviet,1.2
Bagvalal,Magomedova 2004,амбулатория,A,ã,change,12,1,nasalization,Soviet,1.2
Bagvalal,Magomedova 2004,амбулатория,m,0,no_change,12,1,no_change,Soviet,1.2
Bagvalal,Magomedova 2004,амбулатория,b,b,no_change,12,1,no_change,Soviet,1.2
Bagvalal,Magomedova 2004,амбулатория,U,u,no_change,12,1,no_change,Soviet,1.2
Bagvalal,Magomedova 2004,амбулатория,l,l,no_change,12,1,no_change,Soviet,1.2
Bagvalal,Magomedova 2004,амбулатория,A,a,no_change,12,1,no_change,Soviet,1.2
Bagvalal,Magomedova 2004,амбулатория,t,t,no_change,12,1,no_change,Soviet,1.2
Bagvalal,Magomedova 2004,амбулатория,o,o,no_change,12,1,no_change,Soviet,1.2
Bagvalal,Magomedova 2004,амбулатория,rʲ,r,no_change,12,1,no_change,Soviet,1.2
Bagvalal,Magomedova 2004,амбулатория,I,i,no_change,12,1,no_change,Soviet,1.2
Bagvalal,Magomedova 2004,амбулатория,j,j,no_change,12,1,no_change,Soviet,1.2
Bagvalal,Magomedova 2004,амбулатория,A,a,no_change,12,1,no_change,Soviet,1.2
